,FullTokens,FullSinhalaTokens,FullEnglishTokens,IsHateSpeech
2067,"['ඔවුන්ට', 'අවශ්\u200dය', 'වන්නෙ', 'ඔබේ', 'රටේ', 'ජයග්\u200dරහනය', 'දැකීම', 'දොස්', 'පැවරීමට', 'නොවේයඔබලාට', 'මිල', 'මුදල්', 'යාන', 'වාහන', 'වරප්සාද', 'ඔවුන්ට', 'හිමි', 'නැතියඔවුන්ට', 'හිමි', 'වන්නෙ', 'ඔබලා', 'තරග', 'ජයග්\u200dරහනය', 'කිරීමෙන්', 'ලැබෙන', 'ප්\u200dරීතිය', 'පමන', 'සිහි', 'තබාගන්නඔබලා', 'වගකීම', 'ක්\u200dරීඩා', 'කරන', 'ඔවුන්', 'සංවේදී', 'වීම', 'සාදාරණ', 'තේරුම්', 'ගන්න']","['ඔවුන්ට', 'අවශ්\u200dය', 'වන්නෙ', 'ඔබේ', 'රටේ', 'ජයග්\u200dරහනය', 'දැකීම', 'දොස්', 'පැවරීමට', 'නොවේයඔබලාට', 'මිල', 'මුදල්', 'යාන', 'වාහන', 'වරප්සාද', 'ඔවුන්ට', 'හිමි', 'නැතියඔවුන්ට', 'හිමි', 'වන්නෙ', 'ඔබලා', 'තරග', 'ජයග්\u200dරහනය', 'කිරීමෙන්', 'ලැබෙන', 'ප්\u200dරීතිය', 'පමන', 'සිහි', 'තබාගන්නඔබලා', 'වගකීම', 'ක්\u200dරීඩා', 'කරන', 'ඔවුන්', 'සංවේදී', 'වීම', 'සාදාරණ', 'තේරුම්', 'ගන්න']",[],NO
2068,"['දිගින්', 'දිග', 'අසාර්තක', 'වන', 'ක්\u200dරීකයන්ට', 'අවස්තා', 'ලැබෙන', 'ඔබ', 'අද', 'ඉනිම', 'ගොඩ', 'නැගූ', 'ඕශදලා', 'ෆනෑන්ඩුලා', 'විශ්ව', 'ෆනෑන්ඩුලා', 'දක්ශයින්ට', 'දොර', 'වැසෙන', 'වටහා', 'ගන්නමහේලද', 'වරක', 'කියා', 'තිබුනේ', 'ඔබට', 'ජාත්\u200dයන්තර', 'ක්\u200dරිකට්', 'පිටියෙන්', 'විවේකයක්', 'අවශ්\u200dය', 'බවයඇතැම්', 'ඔහුද', 'ක්\u200dරිකට්', 'නොදන්න', 'විය', 'හැක']","['දිගින්', 'දිග', 'අසාර්තක', 'වන', 'ක්\u200dරීකයන්ට', 'අවස්තා', 'ලැබෙන', 'ඔබ', 'අද', 'ඉනිම', 'ගොඩ', 'නැගූ', 'ඕශදලා', 'ෆනෑන්ඩුලා', 'විශ්ව', 'ෆනෑන්ඩුලා', 'දක්ශයින්ට', 'දොර', 'වැසෙන', 'වටහා', 'ගන්නමහේලද', 'වරක', 'කියා', 'තිබුනේ', 'ඔබට', 'ජාත්\u200dයන්තර', 'ක්\u200dරිකට්', 'පිටියෙන්', 'විවේකයක්', 'අවශ්\u200dය', 'බවයඇතැම්', 'ඔහුද', 'ක්\u200dරිකට්', 'නොදන්න', 'විය', 'හැක']",[],NO
2069,"['ඉතිං', 'මා', 'හිතවත්', 'මෙන්ඩිස්තවත්', 'කියන්නට', 'මෙතනින්', 'නවතිමිඔබේ', 'විශිෂ්ඨ', 'ඉනිමට', 'සුභ', 'පතමිඉදිරියේදීද', 'ඔබ', 'දක්ශතා', 'නිරන්තර', 'දක්වනු', 'නැරඹීම', 'අපේක්ෂාවෙන්', 'බලා', 'හිදිමිඅවසානයේ', 'පුංචි', 'ත්\u200dරී', 'රෝද', 'රථ', 'වැකියකින්', 'සටහන', 'අවසන්', 'කරමි']","['ඉතිං', 'මා', 'හිතවත්', 'මෙන්ඩිස්තවත්', 'කියන්නට', 'මෙතනින්', 'නවතිමිඔබේ', 'විශිෂ්ඨ', 'ඉනිමට', 'සුභ', 'පතමිඉදිරියේදීද', 'ඔබ', 'දක්ශතා', 'නිරන්තර', 'දක්වනු', 'නැරඹීම', 'අපේක්ෂාවෙන්', 'බලා', 'හිදිමිඅවසානයේ', 'පුංචි', 'ත්\u200dරී', 'රෝද', 'රථ', 'වැකියකින්', 'සටහන', 'අවසන්', 'කරමි']",[],NO
2070,"['ගොඩක්', 'යන්න', 'වැටෙනකොට', 'රිදෙන', 'වැඩියි']","['ගොඩක්', 'යන්න', 'වැටෙනකොට', 'රිදෙන', 'වැඩියි']",[],NO
2071,"['මීට', 'පනටත්', 'ක්\u200dරිකට්', 'වලට', 'ආදරය', 'කරන', 'ක්\u200dරිකට්', 'නොදන්න', 'ප්\u200dරේක්ශකයෙක්']","['මීට', 'පනටත්', 'ක්\u200dරිකට්', 'වලට', 'ආදරය', 'කරන', 'ක්\u200dරිකට්', 'නොදන්න', 'ප්\u200dරේක්ශකයෙක්']",[],NO
2072,"['අභිමානවත්', 'ජාතියක්', 'විදියට', 'හිටපු', 'අපි', 'පාජාත', 'කරලා', 'තියෙද්දි', 'තෝපි', 'දිනුව', 'ඒකයි', 'පැරදුන', 'ඒකයිඅපිට', 'පාන්ද']","['අභිමානවත්', 'ජාතියක්', 'විදියට', 'හිටපු', 'අපි', 'පාජාත', 'කරලා', 'තියෙද්දි', 'තෝපි', 'දිනුව', 'ඒකයි', 'පැරදුන', 'ඒකයිඅපිට', 'පාන්ද']",[],NO
2073,"['mage', 'wale', 'daala', 'tibba', 'jangiya', 'ussan', 'giyanam', 'ayeth', 'genath', 'diyan', 'loku', 'eka', 'nodii', 'please', 'himal', 'attanayake', 'thiraj', 'dilshan', 'wijesinghebhanuka', 'athukorala', 'ubalege', 'ewath', 'ussalada', 'danna', 'poddak', 'balapan']",[],"['mage', 'wale', 'daala', 'tibba', 'jangiya', 'ussan', 'giyanam', 'ayeth', 'genath', 'diyan', 'loku', 'eka', 'nodii', 'please', 'himal', 'attanayake', 'thiraj', 'dilshan', 'wijesinghebhanuka', 'athukorala', 'ubalege', 'ewath', 'ussalada', 'danna', 'poddak', 'balapan']",NO
2074,"['ඔබ', 'අද', 'ලකුණු', 'ක්', 'ගසා', 'කි', 'පුරාජේරැ', 'කතාව', 'මම', 'රෑපවාහිනිය', 'අසා', 'සිටියෙමිඒ', 'කතාවට', 'ඔබ', 'ස්තුති', 'කලේ', 'ක්\u200dරික්ට්', 'දන්නා', 'අයට', 'ඔබ', 'සිටි', 'කන්ඩායම']","['ඔබ', 'අද', 'ලකුණු', 'ක්', 'ගසා', 'කි', 'පුරාජේරැ', 'කතාව', 'මම', 'රෑපවාහිනිය', 'අසා', 'සිටියෙමිඒ', 'කතාවට', 'ඔබ', 'ස්තුති', 'කලේ', 'ක්\u200dරික්ට්', 'දන්නා', 'අයට', 'ඔබ', 'සිටි', 'කන්ඩායම']",[],NO
2075,"['ඔබ', 'ලකුණු', 'ගැසූ', 'සැණින්', 'මෙය', 'ඔබට', 'කියා', 'හතුරැසිංහට', 'ඉගි', 'කරන', 'අයුරැදු', 'ඊට', 'මම', 'අප්පිරියාවෙන්', 'යුතුව', 'බලා', 'සිටියෙමිඉතින්', 'මෙන්ඩිස්', 'මල්ලීමට', 'කියන්න', 'ඇත්තේ', 'මෙය']","['ඔබ', 'ලකුණු', 'ගැසූ', 'සැණින්', 'මෙය', 'ඔබට', 'කියා', 'හතුරැසිංහට', 'ඉගි', 'කරන', 'අයුරැදු', 'ඊට', 'මම', 'අප්පිරියාවෙන්', 'යුතුව', 'බලා', 'සිටියෙමිඉතින්', 'මෙන්ඩිස්', 'මල්ලීමට', 'කියන්න', 'ඇත්තේ', 'මෙය']",[],NO
2076,"['ඇත්ත', 'ඔබ', 'කියන', 'රටේ', 'ක්\u200dරිකට්', 'නරඹන', 'බහුතරකය්', 'ක්\u200dරිකට්', 'නොදනීඑය', 'හොඳ', 'ඔප්පු', 'කිරීමට', 'ඇවැසි', 'නිදසුනක්', 'මට', 'අපේ', 'නිවසින්ම', 'පෙන්වා', 'දිය', 'හැකිය']","['ඇත්ත', 'ඔබ', 'කියන', 'රටේ', 'ක්\u200dරිකට්', 'නරඹන', 'බහුතරකය්', 'ක්\u200dරිකට්', 'නොදනීඑය', 'හොඳ', 'ඔප්පු', 'කිරීමට', 'ඇවැසි', 'නිදසුනක්', 'මට', 'අපේ', 'නිවසින්ම', 'පෙන්වා', 'දිය', 'හැකිය']",[],NO
2077,"['අපේ', 'අම්මා', 'යඈ', 'දැඩි', 'ක්\u200dරිකට්', 'ලෝලියෙකි', 'ඒත්ඇය', 'අඩුම', 'තරමින්', 'ඕවරයට', 'බෝල', 'ගණනවත්', 'නොදනීඒ', 'වුන', 'තරගයක්', 'යන', 'අපේ', 'කට්ටි', 'කීයක්', 'ගැහුවද', 'අපේ', 'කට්ටි', 'දිනුම', 'අර්ජුන', 'කීයද', 'අරවින්ද', 'කී්\u200dයද', 'සනත්', 'ජයසූරිය', 'අවුට්', 'වුනාදඅර', 'පුංචි', 'කොලුවාඔව්', 'කඵවිතාරන', 'තවම', 'ගැහුවෙ', 'යන', 'එන', 'ගමන්', 'රෑපවාහිනියට', 'එබෙමින්', 'අසන්නීය', 'අප', 'සංගා', 'මහේල', 'නොකියා', 'ක්\u200dරීකඩයන්ගේ', 'සම්පූර්ණ', 'නමි', 'ඔවුන්', 'හදුවන්නී', 'යඒ', 'වුන', 'ඔබ', 'කියූ', 'පරිද', 'ඈ', 'ක්\u200dරිකට්', 'මෙලෝ', 'දෙයක්', 'නොදන්නී']","['අපේ', 'අම්මා', 'යඈ', 'දැඩි', 'ක්\u200dරිකට්', 'ලෝලියෙකි', 'ඒත්ඇය', 'අඩුම', 'තරමින්', 'ඕවරයට', 'බෝල', 'ගණනවත්', 'නොදනීඒ', 'වුන', 'තරගයක්', 'යන', 'අපේ', 'කට්ටි', 'කීයක්', 'ගැහුවද', 'අපේ', 'කට්ටි', 'දිනුම', 'අර්ජුන', 'කීයද', 'අරවින්ද', 'කී්\u200dයද', 'සනත්', 'ජයසූරිය', 'අවුට්', 'වුනාදඅර', 'පුංචි', 'කොලුවාඔව්', 'කඵවිතාරන', 'තවම', 'ගැහුවෙ', 'යන', 'එන', 'ගමන්', 'රෑපවාහිනියට', 'එබෙමින්', 'අසන්නීය', 'අප', 'සංගා', 'මහේල', 'නොකියා', 'ක්\u200dරීකඩයන්ගේ', 'සම්පූර්ණ', 'නමි', 'ඔවුන්', 'හදුවන්නී', 'යඒ', 'වුන', 'ඔබ', 'කියූ', 'පරිද', 'ඈ', 'ක්\u200dරිකට්', 'මෙලෝ', 'දෙයක්', 'නොදන්නී']",[],NO
2078,"['ඩක්වරත්', 'ලුවිස්නෙට්', 'රන්', 'රෙට්', 'බෝලින්', 'පිව්', 'බැටින්', 'පිච්හිට්', 'විකට්හෝකායි', 'සිස්ට්මතර්ඩ්', 'අප්පයර්', 'රිවිච්', 'ඇයට', 'මැජික්ය']","['ඩක්වරත්', 'ලුවිස්නෙට්', 'රන්', 'රෙට්', 'බෝලින්', 'පිව්', 'බැටින්', 'පිච්හිට්', 'විකට්හෝකායි', 'සිස්ට්මතර්ඩ්', 'අප්පයර්', 'රිවිච්', 'ඇයට', 'මැජික්ය']",[],NO
2079,"['වුන', 'කවුරැ', 'පනහක්', 'ගැසූ', 'ඇය', 'සතුටු', 'වන්නීය', 'බිංදු', 'ගිය', 'බැණ', 'බැණ', 'යන්නී', 'බිංදු', 'ගිය', 'කෙනාම', 'ආයෙ', 'හෙට', 'සී්\u200dයක්', 'ගැසූ', 'කව්ද', 'මාවන්', 'අතපත්තු', 'අපට', 'දුරින්', 'නෑයෝත', 'වෙනවා', 'කියමින්', 'පම්පොර්ද', 'ගසන්නී', 'යකලින්', 'බිංදු', 'අමතක', 'කරන්නී']","['වුන', 'කවුරැ', 'පනහක්', 'ගැසූ', 'ඇය', 'සතුටු', 'වන්නීය', 'බිංදු', 'ගිය', 'බැණ', 'බැණ', 'යන්නී', 'බිංදු', 'ගිය', 'කෙනාම', 'ආයෙ', 'හෙට', 'සී්\u200dයක්', 'ගැසූ', 'කව්ද', 'මාවන්', 'අතපත්තු', 'අපට', 'දුරින්', 'නෑයෝත', 'වෙනවා', 'කියමින්', 'පම්පොර්ද', 'ගසන්නී', 'යකලින්', 'බිංදු', 'අමතක', 'කරන්නී']",[],NO
2080,"['ඇගේ', 'ක්\u200dරිකට්', 'දැනුමේ', 'පරිමාවයිඈ', 'පතිචාර', 'දක්වන්නේ', 'ක්\u200dරීඩාව', 'ඇයට', 'දැනෙන', 'තරමට']","['ඇගේ', 'ක්\u200dරිකට්', 'දැනුමේ', 'පරිමාවයිඈ', 'පතිචාර', 'දක්වන්නේ', 'ක්\u200dරීඩාව', 'ඇයට', 'දැනෙන', 'තරමට']",[],NO
2081,"['කුසල්', 'මෙන්ඩිස්', 'ඔබ', 'නොදන්න', 'වුනාට', 'රටේ', 'බහුතර', 'ක්\u200dරීඩාව', 'දැනෙන්න']","['කුසල්', 'මෙන්ඩිස්', 'ඔබ', 'නොදන්න', 'වුනාට', 'රටේ', 'බහුතර', 'ක්\u200dරීඩාව', 'දැනෙන්න']",[],NO
2082,"['ඔබ', 'අද', 'ලකුණූ', 'කීපයක්', 'ගසා', 'වීරයෙක්', 'සුද්දාගෙන්', 'මයික්\u200dරෙපා්නය', 'උදුරැගෙන', 'අපහසා', 'කලේ', 'එහෙව්', 'අහිංසක', 'ක්\u200dරීඩාලෝලීන්ට', 'ය\u200dකුසල්අපි', 'සංගීතය', 'දන්නේ', 'නැතඑහෙත්', 'හොද', 'ගීතයක්', 'හුදනා', 'ගැනීමට', 'අපට', 'හැකිය', 'අප', 'රගපෑ', 'නොදන්නෙමුඑත්', 'හොද', 'විත්\u200dරපටයක්', 'රස', 'විදිමට', 'අපට', 'හැකියා', 'ඇතඑලෙසින්ම', 'අප', 'ක්\u200dරකිකට්', 'ගැනද', 'මහ', 'ලෝකු', 'දේවල', 'නොදන්නෙමු', 'හයක්', 'හතරක්', 'ගහන', 'එකෙක්ට', 'දාන්නට', 'විකට්', 'ගන්නා', 'එකෙක්ට', 'ලනුවෙන්', 'එපිට', 'ජයඝෝෂ', 'නගන්න', 'අපි', 'සතු', 'දැනුම', 'හොදටෝමප්\u200dරමාණවත්']","['ඔබ', 'අද', 'ලකුණූ', 'කීපයක්', 'ගසා', 'වීරයෙක්', 'සුද්දාගෙන්', 'මයික්\u200dරෙපා්නය', 'උදුරැගෙන', 'අපහසා', 'කලේ', 'එහෙව්', 'අහිංසක', 'ක්\u200dරීඩාලෝලීන්ට', 'ය\u200dකුසල්අපි', 'සංගීතය', 'දන්නේ', 'නැතඑහෙත්', 'හොද', 'ගීතයක්', 'හුදනා', 'ගැනීමට', 'අපට', 'හැකිය', 'අප', 'රගපෑ', 'නොදන්නෙමුඑත්', 'හොද', 'විත්\u200dරපටයක්', 'රස', 'විදිමට', 'අපට', 'හැකියා', 'ඇතඑලෙසින්ම', 'අප', 'ක්\u200dරකිකට්', 'ගැනද', 'මහ', 'ලෝකු', 'දේවල', 'නොදන්නෙමු', 'හයක්', 'හතරක්', 'ගහන', 'එකෙක්ට', 'දාන්නට', 'විකට්', 'ගන්නා', 'එකෙක්ට', 'ලනුවෙන්', 'එපිට', 'ජයඝෝෂ', 'නගන්න', 'අපි', 'සතු', 'දැනුම', 'හොදටෝමප්\u200dරමාණවත්']",[],NO
2083,"['කුසල්ඔබ', 'නොදන්න', 'වුනාට', 'ඔබ', 'බිංදු', 'දැවී', 'යන', 'හැමදාකම', 'ඊළග', 'තරගයේදී', 'ඔබ', 'ලකුණු', 'කීයක්', 'ගසාවියැයි', 'අපි', 'කට', 'ඇරන්', 'බලන්', 'සිටියෙමුවිශේෂයෙන්', 'අද', 'තරගයේදෟ', 'ඔබ', 'නැවත', 'ලකුණු', 'එන', 'අප', 'කාලය', 'මුදල්', 'කරන්ට්', 'බිල්', 'නාස්ති', 'කරගනෙ', 'මෙරට', 'ඔබට', 'දැමුවෙමුඔබ', 'අපහාස', 'කලේ', 'එහෙව්', 'අපට']","['කුසල්ඔබ', 'නොදන්න', 'වුනාට', 'ඔබ', 'බිංදු', 'දැවී', 'යන', 'හැමදාකම', 'ඊළග', 'තරගයේදී', 'ඔබ', 'ලකුණු', 'කීයක්', 'ගසාවියැයි', 'අපි', 'කට', 'ඇරන්', 'බලන්', 'සිටියෙමුවිශේෂයෙන්', 'අද', 'තරගයේදෟ', 'ඔබ', 'නැවත', 'ලකුණු', 'එන', 'අප', 'කාලය', 'මුදල්', 'කරන්ට්', 'බිල්', 'නාස්ති', 'කරගනෙ', 'මෙරට', 'ඔබට', 'දැමුවෙමුඔබ', 'අපහාස', 'කලේ', 'එහෙව්', 'අපට']",[],NO
2084,"['පහත්', 'කතාව', 'උඹ', 'සිංහලෙන', 'කිව්ව', 'හොදය', 'හොද', 'වේලාවට', 'මොලේ', 'කලදක්', 'ඇති', 'පරිවර්තක', 'උද්දච්ච', 'කතාව', 'ඉංග්\u200dරීසියට', 'පරිවරතනය', 'කලේ', 'නැතඑහෙම', 'කලානම්', 'හෙට', 'දින', 'අපට', 'සුද්දන්', 'රෙද්ද', 'ඇදන්', 'මැච්', 'එකක්', 'බැලීමට', 'නොහැක', 'වන්නට', 'ඉඩ', 'තිබුණි']","['පහත්', 'කතාව', 'උඹ', 'සිංහලෙන', 'කිව්ව', 'හොදය', 'හොද', 'වේලාවට', 'මොලේ', 'කලදක්', 'ඇති', 'පරිවර්තක', 'උද්දච්ච', 'කතාව', 'ඉංග්\u200dරීසියට', 'පරිවරතනය', 'කලේ', 'නැතඑහෙම', 'කලානම්', 'හෙට', 'දින', 'අපට', 'සුද්දන්', 'රෙද්ද', 'ඇදන්', 'මැච්', 'එකක්', 'බැලීමට', 'නොහැක', 'වන්නට', 'ඉඩ', 'තිබුණි']",[],NO
2085,"['ඉතිං', 'මෙන්ඩිස්ඔබ', 'මීට', 'ඔබේ', 'කකුල', 'හැදු', 'අයියා', 'ක්\u200dරිකට්', 'දන්නා', 'ඔස්තාර්ලා', 'ත්', 'ඔබේ', 'ආදරණීය', 'හතුරසිංහ', 'සර්ත්', 'ක්\u200dරීඩා', 'කරන්න']","['ඉතිං', 'මෙන්ඩිස්ඔබ', 'මීට', 'ඔබේ', 'කකුල', 'හැදු', 'අයියා', 'ක්\u200dරිකට්', 'දන්නා', 'ඔස්තාර්ලා', 'ත්', 'ඔබේ', 'ආදරණීය', 'හතුරසිංහ', 'සර්ත්', 'ක්\u200dරීඩා', 'කරන්න']",[],NO
2086,"['අපි', 'අපේ', 'වැඩක්', 'බලා', 'ගන්නම්ස්තුතියි', 'උඹ', 'පිස්සන්', 'ක්\u200dරිකට්', 'තරග', 'නරඹන', 'ක්\u200dරීඩා', 'ලෝලී', 'අප', 'උඹ', 'හිතන්', 'ඉන්නා', 'පහත්', 'ආකාරය', 'තේරෙන', 'සිංහලෙන', 'ප්\u200dරසිද්ධියේ', 'කියා', 'දුන්නාට']","['අපි', 'අපේ', 'වැඩක්', 'බලා', 'ගන්නම්ස්තුතියි', 'උඹ', 'පිස්සන්', 'ක්\u200dරිකට්', 'තරග', 'නරඹන', 'ක්\u200dරීඩා', 'ලෝලී', 'අප', 'උඹ', 'හිතන්', 'ඉන්නා', 'පහත්', 'ආකාරය', 'තේරෙන', 'සිංහලෙන', 'ප්\u200dරසිද්ධියේ', 'කියා', 'දුන්නාට']",[],NO
2087,"['පාර්ශ්වයක', 'එල්ල', 'වන', 'පිඩනයක්', 'දරාගන්න', 'ඊට', 'ප්\u200dරතිචාර', 'දක්වන', 'පින්තූරයේ', 'සිටින', 'මහත්තුරැ', 'ඇතුඵ', 'අර්ජුන', 'සනත්', 'මුරලි', 'වාස්', 'ශේෂ්ඨයන්ගෙන්', 'ඉගෙන', 'ගන්න']","['පාර්ශ්වයක', 'එල්ල', 'වන', 'පිඩනයක්', 'දරාගන්න', 'ඊට', 'ප්\u200dරතිචාර', 'දක්වන', 'පින්තූරයේ', 'සිටින', 'මහත්තුරැ', 'ඇතුඵ', 'අර්ජුන', 'සනත්', 'මුරලි', 'වාස්', 'ශේෂ්ඨයන්ගෙන්', 'ඉගෙන', 'ගන්න']",[],NO
2088,"['හදා', 'ගන්නනම්', 'හුත්තො', 'ගෙදර', 'එක්කන්', 'ගිහින්', 'කන්න', 'බොන්නත්', 'දීපියව්', 'මට']","['හදා', 'ගන්නනම්', 'හුත්තො', 'ගෙදර', 'එක්කන්', 'ගිහින්', 'කන්න', 'බොන්නත්', 'දීපියව්', 'මට']",[],YES
2089,"['ඒව', 'ගනන්', 'ගන්න', 'brooooඒ', 'ශ්\u200dරී', 'ලංකා', 'කියන', 'රටේ', 'මිනිස්සු', 'කියන', 'ජාතියගෙ']","['ඒව', 'ගනන්', 'ගන්න', 'brooooඒ', 'ශ්\u200dරී', 'ලංකා', 'කියන', 'රටේ', 'මිනිස්සු', 'කියන', 'ජාතියගෙ']",[],NO
2090,"['issellamuge', 'activities', 'hari', 'ne', 'thamanter', 'thiyana', 'chodanawalater', 'pilithuru', 'dender', 'ona', 'bat', 'karala', 'misa', 'katin', 'nemai', 'meya', 'kiyenda', 'enne', 'ayath', 'mama', 'binthu', 'gadak', 'gehuwuth', 'mater', 'kawruth', 'baninda', 'epa', 'kiyalamai']",[],"['issellamuge', 'activities', 'hari', 'ne', 'thamanter', 'thiyana', 'chodanawalater', 'pilithuru', 'dender', 'ona', 'bat', 'karala', 'misa', 'katin', 'nemai', 'meya', 'kiyenda', 'enne', 'ayath', 'mama', 'binthu', 'gadak', 'gehuwuth', 'mater', 'kawruth', 'baninda', 'epa', 'kiyalamai']",NO
2091,"['ටෝක්', 'දීල', 'ආයේ', 'රීගෙන', 'වරෙන්කොයකෝ', 'ලෝකේ', 'තිබුන', 'අන්තිම', 'මැච්', 'එක', 'වගෙනේ', 'මුගේ', 'කතාව']","['ටෝක්', 'දීල', 'ආයේ', 'රීගෙන', 'වරෙන්කොයකෝ', 'ලෝකේ', 'තිබුන', 'අන්තිම', 'මැච්', 'එක', 'වගෙනේ', 'මුගේ', 'කතාව']",[],YES
2092,"['අපෙ', 'පුකේ', 'ඉත්තෑවෝ', 'දුවන්වටනේ', 'අපි', 'ක්\u200dරිකට්', 'බලන්නේ', 'එක', 'මැච්', 'එක්කට', 'ලක්ශ', 'ක්', 'වැඩිය', 'ගෙවනකොට', 'අපිනේ', 'ඒවා', 'ගන්නේප්\u200dරෙක්ෂකයයෝ', 'අයින්', 'උනොත්', 'මුන්ට', 'තේරෙයිකවුරු', 'හින්දද', 'ක්\u200dරිකට්', 'තියෙන්නේ', 'කියලා']","['අපෙ', 'පුකේ', 'ඉත්තෑවෝ', 'දුවන්වටනේ', 'අපි', 'ක්\u200dරිකට්', 'බලන්නේ', 'එක', 'මැච්', 'එක්කට', 'ලක්ශ', 'ක්', 'වැඩිය', 'ගෙවනකොට', 'අපිනේ', 'ඒවා', 'ගන්නේප්\u200dරෙක්ෂකයයෝ', 'අයින්', 'උනොත්', 'මුන්ට', 'තේරෙයිකවුරු', 'හින්දද', 'ක්\u200dරිකට්', 'තියෙන්නේ', 'කියලා']",[],YES
2093,"['mech', 'k', 'vethara', 'බිඳු', 'wata', 'gihen', 'ikak', 'gahala', 'haridaචන්දිමාල්', 'wa', 'ani', 'kara', 'wage', 'kalaikatamuwath', 'ain', 'karanna', 'one', 'hedenna']","['බිඳු', 'haridaචන්දිමාල්']","['mech', 'k', 'vethara', 'wata', 'gihen', 'ikak', 'gahala', 'wa', 'ani', 'kara', 'wage', 'kalaikatamuwath', 'ain', 'karanna', 'one', 'hedenna']",NO
2094,"['අනෙ', 'මොක්කුද', 'අපේ', 'ගෙදර', 'දැන්', 'ක්\u200dරිකට්', 'තහනම්ඉස්සර', 'වගෙ', 'ටීම්', 'එකක්ක්', 'ලන්කාවෙ', 'ආයේ', 'එන්නෙ', 'ප්\u200dරීමා', 'නූල්ඩ්ස්', 'ඇඩ්', 'වලට', 'හොඳ']","['අනෙ', 'මොක්කුද', 'අපේ', 'ගෙදර', 'දැන්', 'ක්\u200dරිකට්', 'තහනම්ඉස්සර', 'වගෙ', 'ටීම්', 'එකක්ක්', 'ලන්කාවෙ', 'ආයේ', 'එන්නෙ', 'ප්\u200dරීමා', 'නූල්ඩ්ස්', 'ඇඩ්', 'වලට', 'හොඳ']",[],NO
2095,"['නජිත්', 'උබ', 'මගෙං', 'ණයට', 'ගත්ත', 'රුපියල්', '/=', 'අරගෙන', 'දැං', 'අවුරුදු', 'දෙකක්', 'වෙනවා', 'මං', 'දන්නවා', 'උබ', 'මේක', 'බලනවා', 'කියලාමූනට', 'කියන්න', 'බැරි', 'හින්ද', 'මෙහෙම', 'දැම්මේ', 'මේක', 'දැක්ක', 'ගමන්', 'මගේ', 'නය', 'ගෙවපන්']","['නජිත්', 'උබ', 'මගෙං', 'ණයට', 'ගත්ත', 'රුපියල්', 'අරගෙන', 'දැං', 'අවුරුදු', 'දෙකක්', 'වෙනවා', 'මං', 'දන්නවා', 'උබ', 'මේක', 'බලනවා', 'කියලාමූනට', 'කියන්න', 'බැරි', 'හින්ද', 'මෙහෙම', 'දැම්මේ', 'මේක', 'දැක්ක', 'ගමන්', 'මගේ', 'නය', 'ගෙවපන්']",['/='],NO
2096,"['දැන්', 'පේජ්', 'කාරයෝ', 'කුසල්ට', 'බැනලා', 'ඒක', 'දැකපු', 'කුසල්', 'මෙන්ඩිස්', 'මුන්ට', 'බයේ', 'මැච්', 'එක', 'ගහල', 'අද', 'කුසල්', 'මුන්ට', 'බයයි', 'පලයන්', 'වහේ', 'යන්න', 'ඌට', 'පුලුවන්', 'දවසට', 'ඌ', 'ගේ', 'දක්ශතාවයෙන්', 'ඌ', 'ගහනව', 'ඇඩ්මින්ල', 'පුක', 'දෙනවනේ', 'තොපි', 'මුන්', 'දිනුවේ', 'යකෝ']","['දැන්', 'පේජ්', 'කාරයෝ', 'කුසල්ට', 'බැනලා', 'ඒක', 'දැකපු', 'කුසල්', 'මෙන්ඩිස්', 'මුන්ට', 'බයේ', 'මැච්', 'එක', 'ගහල', 'අද', 'කුසල්', 'මුන්ට', 'බයයි', 'පලයන්', 'වහේ', 'යන්න', 'ඌට', 'පුලුවන්', 'දවසට', 'ඌ', 'ගේ', 'දක්ශතාවයෙන්', 'ඌ', 'ගහනව', 'ඇඩ්මින්ල', 'පුක', 'දෙනවනේ', 'තොපි', 'මුන්', 'දිනුවේ', 'යකෝ']",[],YES
2097,"['ai', 'uba', 'awith', 'gahnnda', 'puka', 'nodi', 'match', 'balnvanm', 'balapan', 'nathnm', 'thanakata', 'awith', 'cricket', 'board', 'akta', 'awilla', 'decison', 'ganin', 'methna', 'comment', 'walin', 'puka', 'den', 'nathuwa']",[],"['ai', 'uba', 'awith', 'gahnnda', 'puka', 'nodi', 'match', 'balnvanm', 'balapan', 'nathnm', 'thanakata', 'awith', 'cricket', 'board', 'akta', 'awilla', 'decison', 'ganin', 'methna', 'comment', 'walin', 'puka', 'den', 'nathuwa']",NO
